"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,31.2,19.6,44.1,34,32.7,24.8,35.5,24,38.4,39.6,43.2,106.7,38.1,31.6,32.2,37.4,22.3,27.4,36.8
"historical",1851,15,35.2,47.7,31.5,28.2,32.6,41.3,25.3,28.8,36.4,46.9,70.3,36.8,30.7,32.5,35.5,24.1,30.5,35
"historical",1852,49.7,39.1,31.3,34.5,29.3,25.1,46.6,26,20.1,34.3,31.4,58,39.1,25.9,43.4,47,21.1,20.3,34.6
"historical",1853,35,42.8,27.8,35.8,30.3,29.4,28.1,30,24.4,40.2,40.4,74,38,24.7,32.5,44.3,27.8,23.3,34.9
"historical",1854,15.5,38.1,39.8,40.1,26.5,23.5,29,27.7,37.6,29.1,38,62.6,36,25.9,32.8,40.7,17.9,26.9,32.6
"historical",1855,23.7,26.1,43.9,37.7,27.3,31.4,47.8,25.1,32.1,36.2,36.8,70.8,37.9,29.9,38.3,31.7,27.8,25.2,35
"historical",1856,24.4,26.5,40.3,37.9,26.5,30.1,40.6,24,28.2,35.2,52.2,41.7,41.5,25.2,33.9,47.9,31.8,30.3,34.3
"historical",1857,33.1,31.8,41.4,35.1,25.5,29.2,33.8,26.6,28.5,42,34.1,42.1,37.9,21.7,30,41.7,30.9,26.1,32.9
"historical",1858,22.7,33,45.2,29,21.8,31.1,36.9,26.1,22.2,41,60.5,52.4,40.6,23.7,37.3,34.7,30.3,31.5,34.4
"historical",1859,29,25.1,35.9,33.8,26.3,25,32.8,28.8,25.8,40,37.6,69.6,30.1,31.2,35.3,30.6,32.4,20.9,32.8
"historical",1860,22.6,29.1,35.8,33.2,30.9,31,39.1,25.9,34.3,37.1,36.1,62.2,42.6,28.7,34.8,45.7,26.3,22.1,34.3
"historical",1861,16.3,37.5,32.8,27.6,26.1,27,41,33.8,34.4,39.1,42.8,71.6,42.2,30.3,29,55,21.9,25.7,35.2
"historical",1862,29.1,31.9,29.3,28.2,22.6,22.8,39.1,32,19.2,41.3,33.3,60.3,36.7,24.4,28.3,52,17.8,35,32.4
"historical",1863,23.4,35.2,29.1,38,27.8,25.4,33.2,31.9,32.3,26.5,44.8,62.3,43.8,25.7,33.7,47.6,29.1,18.9,33.8
"historical",1864,18.8,16.6,33.8,29.9,26.4,32.9,39.8,34.1,28,35.4,30.7,38.3,44.9,21.8,30.8,56.1,31.3,25.4,31.9
"historical",1865,22.7,40.2,48.4,32.4,24.9,22.7,29.8,39.1,15.4,33.7,44.4,45.3,35.5,25.4,32,50.6,23.2,26.6,32.9
"historical",1866,23.1,46.8,31.1,30.6,24.2,29,32,32,28.6,41.4,52.3,61.5,37.7,40.5,32,53.5,31.3,38.3,37
"historical",1867,28.8,41.1,55.8,42.8,31,25.3,46.6,26.4,27.8,42.5,58.9,61.2,41.8,22.8,34.8,47.8,29.9,26,38.4
"historical",1868,24.1,52.1,30.6,36,24.5,29.3,32.5,30.7,45.5,44.1,46.3,60.1,58.4,26.6,25.2,40.7,22.3,27.1,36.5
"historical",1869,21.7,35.5,38.5,34.6,31.5,34.5,44.7,37.9,34.4,39.5,40.9,91.7,30.4,39.1,29.7,27.3,25.6,27.5,36.9
"historical",1870,28.1,42.7,35.5,39.2,26.8,25.3,39.4,30.3,27.6,33.3,39,43.8,34.5,34.8,30.8,35.3,27.7,24.8,33.3
"historical",1871,33,32,28.5,39.2,23.8,22.4,31.5,27.1,27.6,33.4,34.7,72.1,35.7,24.9,40,37.7,24.5,19.8,32.7
"historical",1872,21.8,19.6,55.9,36.8,26.8,25.7,47.3,33.5,27.6,49.9,40.6,54.3,38.2,20.5,28.3,49.8,18.1,20.8,34.2
"historical",1873,24.3,31.1,40.4,28.2,34,28.1,36.4,36.6,26.6,41.3,44.1,74,35.2,35.3,34.3,38.1,25.7,23.8,35.4
"historical",1874,28.1,37,31.9,33.4,31.5,30.5,31.7,29,32.5,31.6,37.1,100.4,33.6,27.3,24.1,36.8,24.3,27.1,34.9
"historical",1875,20.2,25.5,32.5,30.7,25.2,25,54.5,29.6,24.3,41,38.9,46.5,35.4,30.4,32.2,43.5,18.4,19,31.8
"historical",1876,17.9,50.3,29.5,29.4,27.6,24.5,36,28.5,26.9,26,37.1,42.9,41.2,30.3,27.7,43.1,18.2,32.2,31.6
"historical",1877,22.7,35.4,51.4,28.7,27.3,32.3,31.8,29.4,24.1,34.9,42.2,50.5,45.5,23,28.9,39.5,21.1,25.5,33
"historical",1878,20.4,24.3,29.3,38.5,32.2,25.1,48,23.6,23.9,36,45.4,68.8,50.5,27.9,26.5,46.4,27.5,25.7,34.4
"historical",1879,27.9,40.1,40.7,40.6,24.6,27.9,39.1,26.5,24.1,42.2,48.1,58.2,43.9,27,31.9,37.1,32.4,35.4,36
"historical",1880,23.9,28.2,43.8,35.5,28,23.3,36.9,27.4,28.3,44.3,54.5,65.6,32.4,31,24.5,36.3,23,28.8,34.2
"historical",1881,25.7,36.3,43.4,36.4,26.3,27.6,43.1,30.3,24.1,37,41.2,41.2,45,22.8,22.7,34.6,26.1,28.3,32.9
"historical",1882,29.7,23.9,60.5,35.4,22.5,31.4,53.4,30.5,26.3,38.7,31.6,34.6,42.3,29.8,33.3,43.9,23.1,31.9,34.6
"historical",1883,25,49.6,25.3,32.5,33.1,27.7,25.8,29.5,23,36.4,39.7,59.7,41.7,24.8,34.8,33.7,28.3,31.3,33.4
"historical",1884,22.4,34.1,31.9,44.2,27.2,25.4,35.8,27.2,22.1,42.1,42.1,62.7,28.9,26.4,33.4,35,28.8,23.7,33
"historical",1885,26.5,33.9,34.7,33.2,28.5,27.1,47.8,28.2,29.3,37.9,39.4,46.8,33.3,26.5,25.3,35.7,25,30.5,32.8
